id,author
1401.3444v1,Jean-François Bonnefon
1401.3448v1,Robert Mateescu
1401.3448v1,Rina Dechter
1401.3448v1,Radu Marinescu
1401.3450v1,Tal Grinshpoun
1401.3450v1,Amnon Meisels
1401.3453v1,Judy Goldsmith
1401.3453v1,Jerome Lang
1401.3453v1,Miroslaw Truszczyski
1401.3453v1,Nic Wilson
1401.3455v1,Prashant Doshi
1401.3455v1,Piotr J. Gmytrasiewicz
1401.3458v1,Fahiem Bacchus
1401.3458v1,Shannon Dalmao
1401.3458v1,Toniann Pitassi
1401.3459v1,Maxim Binshtok
1401.3459v1,Ronen I. Brafman
1401.3459v1,Carmel Domshlak
1401.3459v1,Solomon Eyal Shimony
1401.3460v1,Daniel S. Bernstein
1401.3460v1,Christopher Amato
1401.3460v1,Eric A. Hansen
1401.3460v1,Shlomo Zilberstein
1401.3461v1,Marek Petrik
1401.3461v1,Shlomo Zilberstein
1401.3462v1,Amarjeet Singh
1401.3462v1,Andreas Krause
1401.3462v1,Carlos Guestrin
1401.3462v1,William J. Kaiser
1401.3463v1,Roberto Sebastiani
1401.3463v1,Michele Vescovi
1401.3464v1,Rónán Daly
1401.3464v1,Qiang Shen
1401.3466v1,Talal Rahwan
1401.3466v1,Sarvapali Dyanand Ramchurn
1401.3466v1,Nicholas Robert Jennings
1401.3466v1,Andrea Giovannucci
1401.3467v1,Omer Giménez
1401.3467v1,Anders Jonsson
1401.3468v1,Hector Palacios
1401.3468v1,Hector Geffner
1401.3469v1,Vicente Ruiz de Angulo
1401.3469v1,Carme Torras
1401.3470v1,Jörg Hoffmann
1401.3470v1,Piergiorgio Bertoli
1401.3470v1,Malte Helmert
1401.3470v1,Marco Pistore
1401.3471v1,Marco Zaffalon
1401.3471v1,Enrique Miranda
1401.3472v1,Kaile Su
1401.3472v1,Abdul Sattar
1401.3472v1,Guanfeng Lv
1401.3472v1,Yan Zhang
1401.3474v1,Andreas Krause
1401.3474v1,Carlos Guestrin
1401.3475v1,Meghyn Bienvenu
1401.3476v1,Piero A. Bonatti
1401.3476v1,Carsten Lutz
1401.3476v1,Frank Wolter
1401.3477v1,José Enrique Gallardo
1401.3477v1,Carlos Cotta
1401.3477v1,Antonio José Fernández
1401.3481v1,Matthias Zytnicki
1401.3481v1,Christine Gaspin
1401.3481v1,Simon de Givry
1401.3481v1,Thomas Schiex
1401.3482v1,Estela Saquete
1401.3482v1,Jose Luis Vicedo
1401.3482v1,Patricio Martínez-Barco
1401.3482v1,Rafael Muñoz
1401.3482v1,Hector Llorens
1401.3483v1,Hai Leong Chieu
1401.3483v1,Wee Sun Sun Lee
1401.3484v1,Tomi Janhunen
1401.3484v1,Emilia Oikarinen
1401.3484v1,Hans Tompits
1401.3484v1,Stefan Woltran
1401.3485v1,Boris Motik
1401.3485v1,Rob Shearer
1401.3485v1,Ian Horrocks
1401.3486v1,Anders Jonsson
1401.3487v1,Alessandro Artale
1401.3487v1,Diego Calvanese
1401.3487v1,Roman Kontchakov
1401.3487v1,Michael Zakharyaschev
1401.3489v1,Robert Mateescu
1401.3489v1,Kalev Kask
1401.3489v1,Vibhav Gogate
1401.3489v1,Rina Dechter
1401.3490v1,William Yeoh
1401.3490v1,Ariel Felner
1401.3490v1,Sven Koenig
1401.3491v1,Emil Keyder
1401.3491v1,Hector Geffner
1401.3492v1,Frank Hutter
1401.3492v1,Thomas Stuetzle
1401.3492v1,Kevin Leyton-Brown
1401.3492v1,Holger H. Hoos
1401.3493v1,Uzi Zahavi
1401.3493v1,Ariel Felner
1401.3493v1,Neil Burch
1401.3493v1,Robert C. Holte
1401.3531v2,Ben D. Fulcher
1401.3531v2,Nick S. Jones
1401.3626v1,Diederik Aerts
1401.3626v1,Sandro Sozzo
1401.3825v1,Wiebe van der Hoek
1401.3825v1,Dirk Walther
1401.3825v1,Michael Wooldridge
1401.3827v1,Ruijie He
1401.3827v1,Emma Brunskill
1401.3827v1,Nicholas Roy
1401.3830v1,Henrik Reif Andersen
1401.3830v1,Tarik Hadzic
1401.3830v1,David Pisinger
1401.3831v1,Raghav Aras
1401.3831v1,Alain Dutech
1401.3833v1,Bozhena Bidyuk
1401.3833v1,Rina Dechter
1401.3833v1,Emma Rollon
1401.3835v1,Ivan José Varzinczak
1401.3838v1,Claudette Cayrol
1401.3838v1,Florence Dupin de Saint-Cyr
1401.3838v1,Marie-Christine Lagasquie-Schiex
1401.3839v1,Silvia Richter
1401.3839v1,Matthias Westphal
1401.3840v1,Johan Wittocx
1401.3840v1,Maarten Mariën
1401.3840v1,Marc Denecker
1401.3841v1,Mark Owen Riedl
1401.3841v1,Robert Michael Young
1401.3842v1,David Lesaint
1401.3842v1,Deepak Mehta
1401.3842v1,Barry O'Sullivan
1401.3842v1,Luis Quesada
1401.3842v1,Nic Wilson
1401.3843v1,Kenny Daniel
1401.3843v1,Alex Nash
1401.3843v1,Sven Koenig
1401.3843v1,Ariel Felner
1401.3844v1,Yagil Engel
1401.3844v1,Michael P. Wellman
1401.3845v1,Jianhui Wu
1401.3845v1,Edmund H. Durfee
1401.3846v1,Graeme Gange
1401.3846v1,Peter James Stuckey
1401.3846v1,Vitaly Lagoon
1401.3847v1,Jia-Hong Wu
1401.3847v1,Robert Givan
1401.3848v1,Alexander Feldman
1401.3848v1,Gregory Provan
1401.3848v1,Arjan van Gemund
1401.3849v1,Sebastian Rudolph
1401.3849v1,Birte Glimm
1401.3850v1,Alexander Feldman
1401.3850v1,Gregory Provan
1401.3850v1,Arjan van Gemund
1401.3851v1,Jing Xu
1401.3851v1,Christian R. Shelton
1401.3853v1,Michael Katz
1401.3853v1,Carmel Domshlak
1401.3854v1,Bonny Banerjee
1401.3854v1,B. Chandrasekaran
1401.3855v1,Michael Benisch
1401.3855v1,George B. Davis
1401.3855v1,Tuomas Sandholm
1401.3857v1,Vadim Bulitko
1401.3857v1,Yngvi Björnsson
1401.3857v1,Ramon Lawrence
1401.3858v1,Jos de Bruijn
1401.3858v1,Stijn Heymans
1401.3859v1,Andreas Krause
1401.3859v1,Eric Horvitz
1401.3860v1,Tobias Lang
1401.3860v1,Marc Toussaint
1401.3861v1,Ethan Burns
1401.3861v1,Sofia Lemons
1401.3861v1,Wheeler Ruml
1401.3861v1,Rong Zhou
1401.3863v1,Gerold Jäger
1401.3863v1,Weixiong Zhang
1401.3864v1,Yi Zhou
1401.3864v1,Yan Zhang
1401.3866v1,Christian Geist
1401.3866v1,Ulle Endriss
1401.3867v1,Aaron Hunter
1401.3867v1,James P. Delgrande
1401.3868v1,Albert Atserias
1401.3868v1,Johannes Klaus Fichte
1401.3868v1,Marc Thurley
1401.3871v1,Mahdi Milani Fard
1401.3871v1,Joelle Pineau
1401.3872v1,Christophe Lecoutre
1401.3872v1,Stephane Cardon
1401.3872v1,Julien Vion
1401.3875v1,Wheeler Ruml
1401.3875v1,Minh Binh Do
1401.3875v1,Rong Zhou
1401.3875v1,Markus P. J. Fromherz
1401.3878v1,Alessandro Cimatti
1401.3878v1,Alberto Griggio
1401.3878v1,Roberto Sebastiani
1401.3879v1,Emmanuel Hebrard
1401.3879v1,Dániel Marx
1401.3879v1,Barry O'Sullivan
1401.3879v1,Igor Razgon
1401.3881v1,Mustafa Bilgic
1401.3881v1,Lise Getoor
1401.3882v1,Saket Joshi
1401.3882v1,Roni Khardon
1401.3885v1,Tomas De la Rosa
1401.3885v1,Sergio Jimenez
1401.3885v1,Raquel Fuentetaja
1401.3885v1,Daniel Borrajo
1401.3886v1,Wei Li
1401.3886v1,Pascal Poupart
1401.3886v1,Peter van Beek
1401.3887v1,Lucas Bordeaux
1401.3887v1,George Katsirelos
1401.3887v1,Nina Narodytska
1401.3887v1,Moshe Y. Vardi
1401.3890v1,Joerg Hoffmann
1401.3892v1,Sajjad Ahmed Siddiqi
1401.3892v1,Jinbo Huang
1401.3893v1,Changhe Yuan
1401.3893v1,Heejin Lim
1401.3893v1,Tsai-Ching Lu
1401.3895v1,Wolfgang Dvorak
1401.3895v1,Stefan Woltran
1401.3897v1,Dov Gabbay
1401.3897v1,David Pearce
1401.3897v1,Agustín Valverde
1401.3898v1,Joohyung Lee
1401.3898v1,Yunsong Meng
1401.3899v1,Ganesh Ram Santhanam
1401.3899v1,Samik Basu
1401.3899v1,Vasant Honavar
1401.3900v1,Vincent Aravantinos
1401.3900v1,Ricardo Caferra
1401.3900v1,Nicolas Peltier
1401.3901v1,Piero A. Bonatti
1401.3901v1,Marco Faella
1401.3901v1,Luigi Sauro
1401.3902v1,Richard Booth
1401.3902v1,Thomas Meyer
1401.3902v1,Ivan Varzinczak
1401.3902v1,Renata Wassermann
1401.3905v1,Ko-Hsin Cindy Wang
1401.3905v1,Adi Botea
1401.3906v1,Peter D Grunwald
1401.3906v1,Joseph Y Halpern
1401.3909v1,Richard Hoshino
1401.3909v1,Ken-ichi Kawarabayashi
1401.3910v1,Peng Dai
1401.3910v1, Mausam
1401.3910v1,Daniel Sabby Weld
1401.3910v1,Judy Goldsmith
1401.4144v1,Philippe Besnard
1401.4144v1,Marie-Odile Cordier
1401.4144v1,Yves Moinard
1401.4539v2,S. M. Ferdous
1401.4539v2,M. Sohel Rahman
1401.4590v1,Enrique Amigó
1401.4590v1,Julio Gonzalo
1401.4590v1,Javier Artiles
1401.4590v1,Felisa Verdejo
1401.4592v1,Jiri Baum
1401.4592v1,Ann E. Nicholson
1401.4592v1,Trevor I. Dix
1401.4593v1,Adam Sadilek
1401.4593v1,Henry Kautz
1401.4595v1,Na Fu
1401.4595v1,Hoong Chuin Lau
1401.4595v1,Pradeep R. Varakantham
1401.4595v1,Fei Xiao
1401.4596v1,Mario Alviano
1401.4596v1,Francesco Calimeri
1401.4596v1,Wolfgang Faber
1401.4596v1,Nicola Leone
1401.4596v1,Simona Perri
1401.4597v1,Matthew L. Ginsberg
1401.4598v1,Ruoyun Huang
1401.4598v1,Yixin Chen
1401.4598v1,Weixiong Zhang
1401.4599v1,Freek Stulp
1401.4599v1,Andreas Fedrizzi
1401.4599v1,Lorenz Mösenlechner
1401.4599v1,Michael Beetz
1401.4600v1,Yifeng Zeng
1401.4600v1,Prashant Doshi
1401.4601v1,Gilles Pesant
1401.4601v1,Claude-Guy Quimper
1401.4601v1,Alessandro Zanarini
1401.4603v1,Esperanza Albacete
1401.4603v1,Javier Calle
1401.4603v1,Elena Castro
1401.4603v1,Dolores Cuadra
1401.4604v1,Bernardo Cuenca Grau
1401.4604v1,Boris Motik
1401.4604v1,Giorgos Stoilos
1401.4604v1,Ian Horrocks
1401.4605v1,J. H. M. Lee
1401.4605v1,Ka Lun Leung
1401.4606v1,Patrick Raymond Conrad
1401.4606v1,Brian Williams
1401.5390v1,S. R. K. Branavan
1401.5390v1,David Silver
1401.5390v1,Regina Barzilay
1401.4607v1,Joohyung Lee
1401.4607v1,Ravi Palla
1401.4609v1,Léon R. Planken
1401.4609v1,Mathijs M. de Weerdt
1401.4609v1,Roman P. J. van der Krogt
1401.4613v1,Peter Jeavons
1401.4613v1,Justyna Petke
1401.4869v1,Taraka Rama
1401.4869v1,Karthik Gali
1401.4869v1,Avinesh PVS
1401.5031v2,Joseph D. Ramsey
1401.5054v3,José Alberto García Gutiérrez
1401.5054v3,Alejandro Mateo Hernández Díaz
1401.5156v1,Juliana Wahid
1401.5156v1,Naimah Mohd Hussin
1401.5157v1,Toshiyuki Maeda
1401.5157v1,Masanori Fujii
1401.5157v1,Isao Hayashi
1401.5327v1,Dimitri Kartsaklis
1401.5334v1,Laurent Michel
1401.5334v1,Pascal Van Hentenryck
1401.5341v1,Pascal Van Hentenryck
1401.5341v1,Laurent Michel
1401.5424v1,Roy Hayes
1401.5424v1,Peter Beling
1401.5424v1,William Scherer
1401.5813v1,Adrian Łańcucki
1401.5848v1,Christer Bäckström
1401.5848v1,Peter Jonsson
1401.5849v1,Francesco Belardinelli
1401.5849v1,Alessio Lomuscio
1401.5850v1,Boris Konev
1401.5850v1,Michel Ludwig
1401.5850v1,Dirk Walther
1401.5850v1,Frank Wolter
1401.5852v1,Priyankar Ghosh
1401.5852v1,Amit Sharma
1401.5852v1,P. P. Chakrabarti
1401.5852v1,Pallab Dasgupta
1401.5853v1,Bernardo Cuenca Grau
1401.5853v1,Boris Motik
1401.5854v1,Carlos Hernández
1401.5854v1,Jorge A Baier
1401.5855v1,Martin C. Cooper
1401.5855v1,Stanislav Živný
1401.5856v1,Patrik Haslum
1401.5857v1,Amanda J. Coles
1401.5857v1,Andrew I. Coles
1401.5857v1,Maria Fox
1401.5857v1,Derek Long
1401.5858v1,Joerg Hoffman
1401.5858v1,Ingo Weber
1401.5858v1,Frank Michael Kraft
1401.5859v1,Maria Fox
1401.5859v1,Derek Long
1401.5859v1,Daniele Magazzeni
1401.5860v1,Ignasi Abío
1401.5860v1,Robert Nieuwenhuis
1401.5860v1,Albert Oliveras
1401.5860v1,Enric Rodriguez-Carbonell
1401.5860v1,Valentin Mayer-Eichberger
1401.5861v1,Carmel Domshlak
1401.5861v1,Erez Karpas
1401.5861v1,Shaul Markovitch
1405.5208v1,Alexander M. Rush
1405.5208v1,Michael Collins
1401.5869v1,Zizhen Zhang
1401.5869v1,Hu Qin
1401.5869v1,Xiaocong Liang
1401.5869v1,Andrew Lim
1401.5980v1,Dimitri Kartsaklis
1401.5980v1,Mehrnoosh Sadrzadeh
1401.5980v1,Stephen Pulman
1401.5980v1,Bob Coecke
1401.6048v1,Ronen I. Brafman
1401.6048v1,Guy Shani
1401.6049v1,Richard Hoshino
1401.6049v1,Ken-ichi Kawarabayashi
1401.6226v1,Adetunji Adebiyi
1401.6226v1,Chris Imafidon
1401.6307v1,Florent Capelli
1401.6307v1,Arnaud Durand
1401.6307v1,Stefan Mengel
1401.7249v1,Atif Ali Khan
1401.7249v1,Oumair Naseer
1401.7249v1,Daciana Iliescu
1401.7249v1,Evor Hines
1401.6679v1,Robert Jeansoulin
1401.6679v1,Nic Wilson
1401.7463v1,Pierre Flener
1401.7463v1,Justin Pearson
1401.7941v3,Stefano V. Albrecht
1401.7941v3,Subramanian Ramamoorthy
1401.8175v3,Toshio Suzuki
1401.8175v3,Yoshinao Niida
1401.8269v1,Peter D. Turney
1401.8269v1,Saif M. Mohammad
1402.0052v2,David Gamarnik
1402.0052v2,Madhu Sudan
1402.5379v1,Eray Özkural
1402.5380v2,Eray Özkural
1402.0402v5,Julian Dibbelt
1402.0402v5,Ben Strasser
1402.0402v5,Dorothea Wagner
1402.0557v1,Eric Huang
1402.0557v1,Richard E. Korf
1402.0558v1,Sebastian Ordyniak
1402.0558v1,Stefan Szeider
1402.0559v1,Peter Nightingale
1402.0559v1,Ian Philip Gent
1402.0559v1,Christopher Jefferson
1402.0559v1,Ian Miguel
1402.0560v1,Javier Garcia
1402.0560v1,Fernando Fernandez
1402.0561v1,Gert de Cooman
1402.0561v1,Enrique Miranda
1402.0564v1,Amanda Jane Coles
1402.0564v1,Andrew Ian Coles
1402.0564v1,Maria Fox
1402.0564v1,Derek Long
1402.0565v1,Nima Taghipour
1402.0565v1,Daan Fierens
1402.0565v1,Jesse Davis
1402.0565v1,Hendrik Blockeel
1402.0566v1,Frans Adriaan Oliehoek
1402.0566v1,Matthijs T. J. Spaan
1402.0566v1,Christopher Amato
1402.0566v1,Shimon Whiteson
1402.0568v1,Amit Metodi
1402.0568v1,Michael Codish
1402.0568v1,Peter James Stuckey
1402.0569v1,Babak Bagheri Hariri
1402.0569v1,Diego Calvanese
1402.0569v1,Marco Montali
1402.0569v1,Giuseppe De Giacomo
1402.0569v1,Riccardo De Masellis
1402.0569v1,Paolo Felli
1402.0571v1,Gerald Tesauro
1402.0571v1,David C. Gondek
1402.0571v1,Jonathan Lenchner
1402.0571v1,James Fan
1402.0571v1,John M. Prager
1402.0573v1,Srdjan Vesic
1402.0574v1,Kira Radinsky
1402.0574v1,Sagie Davidovich
1402.0574v1,Shaul Markovitch
1402.0575v1,Diego Calvanese
1402.0575v1,Magdalena Ortiz
1402.0575v1,Mantas Simkus
1402.0575v1,Giorgio Stefanoni
1402.0576v1,Ilianna Kollia
1402.0576v1,Birte Glimm
1402.0579v1,Masahiro Ono
1402.0579v1,Brian C. Williams
1402.0579v1,L. Blackmore
1402.0581v1,Neal Andrew Snooke
1402.0581v1,Mark H Lee
1402.0582v1,Maliheh Aramon Bajestani
1402.0582v1,J. Christopher Beck
1402.0584v1,Shaowei Cai
1402.0584v1,Kaile Su
1402.0584v1,Chuan Luo
1402.0584v1,Abdul Sattar
1402.0585v1,Jose David Fernandez
1402.0585v1,Francisco Vico
1402.0587v1,Tal Grinshpoun
1402.0587v1,Alon Grubshtein
1402.0587v1,Roie Zivan
1402.0587v1,Arnon Netzer
1402.0587v1,Amnon Meisels
1406.4110v1,Bernardo Cuenca Grau
1406.4110v1,Ian Horrocks
1406.4110v1,Markus Krötzsch
1406.4110v1,Clemens Kupke
1406.4110v1,Despoina Magka
1406.4110v1,Boris Motik
1406.4110v1,Zhe Wang
1402.0588v1,Christer Bäckström
1402.0588v1,Peter Jonsson
1402.0589v2,Thomas Leaute
1402.0589v2,Boi Faltings
1402.0590v1,Diederik Marijn Roijers
1402.0590v1,Peter Vamplew
1402.0590v1,Shimon Whiteson
1402.0590v1,Richard Dazeley
1402.0591v1,Paulo Roberto Costa
1402.0591v1,Luís Miguel Botelho
1402.0672v1,A. K. B. Karunathilake
1402.0672v1,B. M. D. Balasuriya
1402.0672v1,R. G. Ragel
1402.1361v1,Jean-Guillaume Fages
1402.1361v1,Gilles Chabert
1402.1361v1,Charles Prud'homme
1402.1500v2,Eran Shaham
1402.1500v2,David Sarne
1402.1500v2,Boaz Ben-Moshe
1402.1757v1,Tao Mao
1402.1757v1,Laura Ray
1402.1921v1,Qinfeng Shi
1402.1921v1,Mark Reid
1402.1921v1,Tiberio Caetano
1402.1921v1,Anton van den Hengel
1402.1921v1,Zhenhua Wang
1402.1956v1,Said Jabbour
1402.1956v1,Jerry Lonlac
1402.1956v1,Lakhdar Sais
1402.1956v1,Yakoub Salhi
1402.1986v1,Djallel Bouneffouf
1407.6699v1,Eduardo Vega-Fuentes
1407.6699v1,Juan Manuel Cerezo-Sanchez
1407.6699v1,Sonia Leon-del Rosario
1407.6699v1,Aurelio Vega-Martinez
1402.3578v1,Cezary Kaliszyk
1402.3578v1,Josef Urban
1402.2359v2,Cezary Kaliszyk
1402.2359v2,Josef Urban
1402.2359v2,Jiří Vyskočil
1402.2871v1,Christopher Amato
1402.2871v1,George D. Konidaris
1402.2871v1,Gabriel Cruz
1402.2871v1,Christopher A. Maynor
1402.2871v1,Jonathan P. How
1402.2871v1,Leslie P. Kaelbling
1402.2959v1,Gabriela Ochoa
1402.2959v1,Sébastien Verel
1402.2959v1,Fabio Daolio
1402.2959v1,Marco Tomassini
1402.3044v2,Piotr Skowron
1402.3044v2,Piotr Faliszewski
1402.3044v2,Jerome Lang
1402.3096v1,Irfan Deli
1402.3096v1,Naim Çağman
1402.3490v2,Xinyang Deng
1402.3490v2,Yong Deng
1402.3613v1,Pavel Janovský
1402.3613v1,Michal Čáp
1402.3613v1,Jiří Vokřínek
1402.3664v1,Xinyang Deng
1402.3664v1,Yong Hu
1402.3664v1,Felix Chan
1402.3664v1,Sankaran Mahadevan
1402.3664v1,Yong Deng
1402.4157v2,Jan-Peter Calliess
1402.4157v2,Michael Osborne
1402.4157v2,Stephen Roberts
1402.4303v2,Christian Geist
1402.4413v1,Shai Haim
1402.4413v1,Marijn Heule
1402.4455v1,Sid Mijnders
1402.4455v1,Boris de Wilde
1402.4455v1,Marijn Heule
1402.4465v1,Peter van der Tak
1402.4465v1,Marijn J. H. Heule
1402.4465v1,Armin Biere
1402.4525v1,Saminda Abeyruwan
1402.4525v1,Andreas Seekircher
1402.4525v1,Ubbo Visser
1402.4699v1,Shujia Liu
1402.4741v1,Julio Lemos
1402.4834v1,Mir Ehsan Hesam Sadati
1402.4834v1,Jamshid Bagherzadeh Mohasefi
1402.4914v1,Vikash Mansinghka
1402.4914v1,Eric Jonas
1402.5878v1,Alexandra Cetto
1402.5878v1,Michael Netter
1402.5878v1,Günther Pernul
1402.5878v1,Christian Richthammer
1402.5878v1,Moritz Riesner
1402.5878v1,Christian Roth
1402.5878v1,Johannes Sänger
1402.5034v1,Sigal Sina
1402.5034v1,Sarit Kraus
1402.5034v1,Avi Rosenfeld
1402.5037v1,Ian Dunwell
1402.5037v1,Panagiotis Petridis
1402.5037v1,Petros Lameras
1402.5037v1,Maurice Hendrix
1402.5037v1,Stella Doukianou
1402.5037v1,Mark Gaved
1402.5039v2,Hazael Jones
1402.5039v2,Nicolas Sabouret
1402.5039v2,Ionut Damian
1402.5039v2,Tobias Baur
1402.5039v2,Elisabeth André
1402.5039v2,Kaśka Porayska-Pomsta
1402.5039v2,Paola Rizzo
1402.5043v1,Marwen Belkaid
1402.5043v1,Nicolas Sabouret
1402.5045v1,Nicolas Sabouret
1402.5045v1,Hazaël Jones
1402.5045v1,Magalie Ochs
1402.5045v1,Mathieu Chollet
1402.5045v1,Catherine Pelachaud
1402.5161v5,Roberto Rossi
1402.5161v5,Steven Prestwich
1402.5161v5,S. Armagan Tarim
1402.5205v1,D. Thilagavathi
1402.5205v1,Antony Selvadoss Thanamani
1402.5358v1,Tamás Kádek
1402.5358v1,János Pánovics
1402.5436v1,Gianpaolo Brignoli
1402.5436v1,Stefania Costantini
1402.5436v1,Ottavio D'Antona
1402.5436v1,Alessandro Provetti
1402.5593v1,Rustam Tagiew
1402.5593v1,Dmitry I. Ignatov
1402.5684v2,Orhan Firat
1402.5684v2,Mete Ozay
1402.5684v2,Ilke Oztekin
1402.5684v2,Fatos T. Yarman Vural
1403.0461v2,Stefano Bistarelli
1403.0461v2,Maurizio Gabbrielli
1403.0461v2,Maria Chiara Meo
1403.0461v2,Francesco Santini
1402.5830v2,Enrico Ampellio
1402.5830v2,Luca Vassio
1402.5886v1,Shervin Javdani
1402.5886v1,Yuxin Chen
1402.5886v1,Amin Karbasi
1402.5886v1,Andreas Krause
1402.5886v1,J. Andrew Bagnell
1402.5886v1,Siddhartha Srinivasa
1402.5988v2,Nikos Katzouris
1402.5988v2,Alexander Artikis
1402.5988v2,George Paliouras
1402.5991v2,Issac Shams
1402.5991v2,Saeede Ajorlou
1402.5991v2,Kai Yang
1402.6028v1,Volodymyr Kuleshov
1402.6028v1,Doina Precup
1402.6077v1,Wang-Zhou Dai
1402.6077v1,Zhi-Hua Zhou
1402.6109v1,Eun Jung Kim
1402.6109v1,Sebastian Ordyniak
1402.6109v1,Stefan Szeider
1402.6208v2,Ilias Flaounas
1402.6208v2,Thomas Lansdall-Welfare
1402.6208v2,Panagiota Antonakaki
1402.6208v2,Nello Cristianini
1402.6485v1,Sigve Hortemo Sæther
1402.6485v1,Jan Arne Telle
1402.6485v1,Martin Vatshelle
1402.6556v1,Csaba Patcas
1402.6556v1,Attila Bartha
1402.6560v1,Jordi Roca-Lacostena
1402.6560v1,Jesus Cerquides
1402.6663v1,Pierre De Loor
1402.6663v1,Kristen Manach
1402.6663v1,Jacques Tisseau
1402.6763v1,Yasin Abbasi-Yadkori
1402.6763v1,Peter L. Bartlett
1402.6763v1,Alan Malek
1402.6785v1,Gal Katz
1402.6785v1,Doron Peled
1402.7122v2,Meghyn Bienvenu
1402.7122v2,Diego Calvanese
1402.7122v2,Magdalena Ortiz
1402.7122v2,Mantas Simkus
1402.7276v1,Vaishak Belle
1402.7276v1,Hector Levesque
1403.0034v2,Manfred Eppe
1403.0036v1,Menghan Wang
1403.0222v4,Hubie Chen
1403.0522v1,Ahmad Taher Azar
1403.0522v1,Aboul Ella Hassanien
1403.0541v1,Saadat Anwar
1403.0613v2,Sanjiang Li
1403.0613v2,Zhiguo Long
1403.0613v2,Weiming Liu
1403.0613v2,Matt Duckham
1403.0613v2,Alan Both
1403.0764v1,Kieran Greer
1403.0778v1,Kieran Greer
1403.1169v1,J Gerard Wolff
1403.1076v5,Kieran Greer
1403.1080v4,Kieran Greer
1403.1353v1,Yang Wu
1403.1353v1,Vansteenberge Jarich
1403.1353v1,Masayuki Mukunoki
1403.1353v1,Michihiko Minoh
1403.1497v1,Manuel Lopes
1403.1497v1,Luis Montesano
1403.1521v1,Ian Helmke
1403.1521v1,Daniel Kreymer
1403.1521v1,Karl Wiegand
1403.1523v2,Changchuan Yin
1403.1523v2,Xuemeng E. Yin
1403.1523v2,Jiasong Wang
1403.1618v1,Maryam Mahmoodi
1403.1618v1,Mohammad Mahmoodi Varnamkhasti
1403.2194v3,Yannis Haralambous
1403.2194v3,Pedro Quaresma
1403.2498v1,Qihui Wu
1403.2498v1,Guoru Ding
1403.2498v1,Yuhua Xu
1403.2498v1,Shuo Feng
1403.2498v1,Zhiyong Du
1403.2498v1,Jinlong Wang
1403.2498v1,Keping Long
1403.2541v1,Kieran Greer
1403.3084v1,R. H. García-Ortega
1403.3084v1,P. García-Sánchez
1403.3084v1,J. J. Merelo
1403.3807v2,Bibo Hao
1403.3807v2,Lin Li
1403.3807v2,Rui Gao
1403.3807v2,Ang Li
1403.3807v2,Tingshao Zhu
1403.4023v2,David Budden
1403.4023v2,Peter Wang
1403.4023v2,Oliver Obst
1403.4023v2,Mikhail Prokopenko
1403.4682v1,Feiyun Zhu
1403.4682v1,Ying Wang
1403.4682v1,Shiming Xiang
1403.4682v1,Bin Fan
1403.4682v1,Chunhong Pan
1403.5029v3,Wei Zhang
1403.5029v3,Jae-Woong Chang
1403.5029v3,Lilong Lin
1403.5029v3,Kay Minn
1403.5029v3,Baolin Wu
1403.5029v3,Jeremy Chien
1403.5029v3,Jeongsik Yong
1403.5029v3,Hui Zheng
1403.5029v3,Rui Kuang
1403.5142v4,Kostyantyn Shchekotykhin
1403.5169v1,Yunpeng Li
1403.5169v1,Ya Li
1403.5169v1,Jie Liu
1403.5169v1,Yong Deng
1403.5508v1,Stefania Costantini
1403.5618v2,Shahadat Hossein
1403.5618v2,Par-Ola Zander
1403.5618v2,Md. Kamal
1403.5618v2,Linkon Chowdhury
1403.5701v1,Boris Tomas
1403.5753v1,Xinyang Deng
1403.5753v1,Felix T. S. Chan
1403.5753v1,Rehan Sadiq
1403.5753v1,Sankaran Mahadevan
1403.5753v1,Yong Deng
1403.6036v1,Arun Nampally
1403.6036v1,C. R. Ramakrishnan
1403.6348v6,Blaz Sovdat
1403.6508v2,Xiaomin Lin
1403.6508v2,Peter A. Beling
1403.6508v2,Randy Cogill
1403.6512v2,Gyorgy Turan
1403.6512v2,Jon Yaggie
1403.7292v1,Arti Gupta
1403.7292v1,Prof. N. T Deotale
1403.8118v2,Jochen Burghardt
1403.7373v1,Radek Pelánek
1403.7426v1,Ilche Georgievski
1403.7426v1,Marco Aiello
1403.7465v1,Iti Mathur
1403.7465v1,Nisheeth Joshi
1403.7465v1,Hemant Darbari
1403.7465v1,Ajai Kumar
1403.7766v1,Tejal Shah
1403.7766v1,Fethi Rabhi
1403.7766v1,Pradeep Ray
1403.7766v1,Kerry Taylor
1403.8046v1,Marius Buliga
1403.8046v1,Louis H. Kauffman
1404.0953v2,Jochen Burghardt
1404.0953v2,Birgit Heinz
1404.0540v1,Li Gou
1404.0540v1,Yong Deng
1404.0540v1,Rehan Sadiq
1404.0540v1,Sankaran Mahadevan
1404.0640v1,Akin Osman Kazakci
1404.0837v1,Francesco Belardinelli
1404.0841v1,Cláudia Nalon
1404.0841v1,Lan Zhang
1404.0841v1,Clare Dixon
1404.0841v1,Ullrich Hustadt
1404.0854v1,Wei Bai
1404.0854v1,Emmanuel M. Tadjouddine
1404.0854v1,Yu Guo
1404.0904v1,L. Aszalós
1404.0904v1,L. Hajdu
1404.0904v1,A. Pethő
1404.1140v2,Christopher Amato
1404.1140v2,Frans A. Oliehoek
