name,university,conference,count,adjustedcount,year
Kristian G. Olesen,Aalborg University,ijcai,1,0.25,1989
Manfred Jaeger,Aalborg University,ijcai,1,1,1995
Manfred Jaeger,Aalborg University,ijcai,1,1,2001
Manfred Jaeger,Aalborg University,icml,1,1,2003
Manfred Jaeger,Aalborg University,icml,1,1,2007
Peter Dolog,Aalborg University,aaai,1,0.2,2011
Thomas D. Nielsen,Aalborg University,icml,1,0.166666667,2017
Eero HyvÃ¶nen,Aalto University,ijcai,1,1,1989
Ilkka NiemelÃ?,Aalto University,ijcai,1,1,1991
Ilkka NiemelÃ?,Aalto University,ijcai,1,1,1995
Eero HyvÃ¶nen,Aalto University,aaai,1,0.5,1999
Juho Rousu,Aalto University,aaai,1,0.5,2000
Juho Rousu,Aalto University,icml,1,0.5,2002
Ilkka NiemelÃ?,Aalto University,ijcai,1,0.333333333,2003
Martti MÃ?ntylÃ?,Aalto University,icra,1,0.333333333,2003
Samuel Kaski,Aalto University,icml,1,0.5,2003
Samuel Kaski,Aalto University,icml,1,0.333333333,2004
Ilkka NiemelÃ?,Aalto University,aaai,1,0.333333333,2005
Juho Rousu,Aalto University,icml,1,0.25,2005
Samuel Kaski,Aalto University,icml,1,0.333333333,2005
Juho Kannala,Aalto University,cvpr,1,0.5,2007
Samuel Kaski,Aalto University,icml,1,0.5,2007
Juho Kannala,Aalto University,cvpr,1,0.25,2008
Samuel Kaski,Aalto University,icml,1,0.333333333,2008
Samuel Kaski,Aalto University,icml,1,0.333333333,2011
Samuel Kaski,Aalto University,icml,2,0.666666667,2013
Aristides Gionis,Aalto University,icml,1,0.333333333,2014
Juho Kannala,Aalto University,cvpr,2,0.404761905,2014
Juho Rousu,Aalto University,icml,1,0.333333333,2014
Samuel Kaski,Aalto University,aaai,1,0.166666667,2014
Samuel Kaski,Aalto University,icml,1,0.333333333,2014
Antti Oulasvirta,Aalto University,cvpr,1,0.25,2015
Perttu HÃ?mÃ?lÃ?inen,Aalto University,iros,1,0.25,2016
Samuel Kaski,Aalto University,ijcai,1,0.2,2016
Juho Kannala,Aalto University,iros,1,0.2,2017
Aki Vehtari,Aalto University,icml,1,0.25,2018
Harri LÃ?hdesmÃ?ki,Aalto University,icml,1,0.2,2018
Jaakko Lehtinen,Aalto University,icml,1,0.142857143,2018
Panagiotis Karras,Aarhus University,aaai,1,0.333333333,2010
Gilbert L. Peterson,Air Force Institute of Technology,icra,1,0.5,2004
Gilbert L. Peterson,Air Force Institute of Technology,iros,1,0.25,2008
Brett J. Borghetti,Air Force Institute of Technology,iros,1,0.333333333,2009
Gilbert L. Peterson,Air Force Institute of Technology,iros,1,0.333333333,2009
Gilbert L. Peterson,Air Force Institute of Technology,iros,1,0.25,2010
George M. Turkiyyah,American University of Beirut,icra,1,0.333333333,1987
George M. Turkiyyah,American University of Beirut,aaai,1,0.5,1991
Imad H. Elhajj,American University of Beirut,icra,1,0.333333333,2000
Imad H. Elhajj,American University of Beirut,iros,1,0.125,2000
Imad H. Elhajj,American University of Beirut,icra,2,0.366666667,2001
Imad H. Elhajj,American University of Beirut,icra,2,0.416666667,2002
Imad H. Elhajj,American University of Beirut,iros,1,0.25,2002
Imad H. Elhajj,American University of Beirut,icra,2,0.333333333,2003
Imad H. Elhajj,American University of Beirut,iros,1,0.142857143,2003
Imad H. Elhajj,American University of Beirut,iros,1,0.25,2004
Imad H. Elhajj,American University of Beirut,iros,1,0.25,2005
Imad H. Elhajj,American University of Beirut,iros,2,0.7,2006
Imad H. Elhajj,American University of Beirut,iros,1,0.25,2009
Imad H. Elhajj,American University of Beirut,icra,1,0.333333333,2011
Shady Elbassuoni,American University of Beirut,aaai,1,0.5,2017
Imad H. Elhajj,American University of Beirut,iros,1,0.333333333,2018
Dan Ophir,Ariel University,icra,1,0.25,2004
Noam Hazon,Ariel University,icra,1,0.5,2005
Noam Hazon,Ariel University,icra,2,0.666666667,2006
Noam Hazon,Ariel University,aaai,1,0.25,2008
Noam Hazon,Ariel University,ijcai,1,0.333333333,2009
Amos Azaria,Ariel University,aaai,1,0.25,2011
Noam Hazon,Ariel University,ijcai,1,0.333333333,2011
Amos Azaria,Ariel University,aaai,3,0.733333333,2012
Amos Azaria,Ariel University,aaai,3,0.9,2013
Noam Hazon,Ariel University,aaai,1,0.25,2013
Noam Hazon,Ariel University,ijcai,1,0.333333333,2013
Ofir Pele,Ariel University,icml,1,0.25,2013
Amos Azaria,Ariel University,aaai,2,0.583333333,2014
Noam Hazon,Ariel University,aaai,1,0.333333333,2014
Amos Azaria,Ariel University,ijcai,1,0.2,2015
Amos Azaria,Ariel University,aaai,2,0.5,2016
Noam Hazon,Ariel University,ijcai,1,0.25,2016
Amos Azaria,Ariel University,ijcai,1,0.333333333,2017
Noam Hazon,Ariel University,aaai,1,0.333333333,2018
Noam Hazon,Ariel University,ijcai,1,0.333333333,2018
Subbarao Kambhampati,Arizona State University,icra,1,0.25,1985
Huan Liu,Arizona State University,icra,1,0.333333333,1989
Subbarao Kambhampati,Arizona State University,ijcai,1,0.5,1989
Subbarao Kambhampati,Arizona State University,aaai,2,2,1990
Subbarao Kambhampati,Arizona State University,aaai,2,0.75,1991
Chitta Baral,Arizona State University,ijcai,1,0.5,1993
Kurt VanLehn,Arizona State University,icml,1,0.5,1993
Subbarao Kambhampati,Arizona State University,aaai,1,0.5,1993
Subbarao Kambhampati,Arizona State University,ijcai,1,1,1993
Chitta Baral,Arizona State University,aaai,1,1,1994
Subbarao Kambhampati,Arizona State University,aaai,3,1.5,1994
Chitta Baral,Arizona State University,ijcai,1,1,1995
Subbarao Kambhampati,Arizona State University,ijcai,1,1,1995
Chitta Baral,Arizona State University,ijcai,1,0.5,1997
Kurt VanLehn,Arizona State University,aaai,1,0.333333333,1998
Subbarao Kambhampati,Arizona State University,aaai,1,0.333333333,1998
Chitta Baral,Arizona State University,ijcai,1,0.333333333,1999
Subbarao Kambhampati,Arizona State University,aaai,2,1,1999
Subbarao Kambhampati,Arizona State University,ijcai,2,1.333333333,1999
Baoxin Li,Arizona State University,cvpr,1,0.5,2000
Chitta Baral,Arizona State University,aaai,2,0.666666667,2000
Subbarao Kambhampati,Arizona State University,aaai,1,0.5,2000
Chitta Baral,Arizona State University,ijcai,2,0.833333333,2001
Subbarao Kambhampati,Arizona State University,ijcai,1,0.5,2001
Chitta Baral,Arizona State University,aaai,1,0.333333333,2002
Huan Liu,Arizona State University,icml,1,0.5,2003
Joohyung Lee,Arizona State University,ijcai,1,0.5,2003
Chitta Baral,Arizona State University,aaai,3,1.083333333,2004
Huan Liu,Arizona State University,icml,1,0.5,2004
Joohyung Lee,Arizona State University,aaai,1,0.5,2004
Subbarao Kambhampati,Arizona State University,aaai,1,0.25,2004
Chitta Baral,Arizona State University,aaai,3,1.166666667,2005
Georgios E. Fainekos,Arizona State University,icra,1,0.333333333,2005
Hanghang Tong,Arizona State University,cvpr,1,0.166666667,2005
Huan Liu,Arizona State University,ijcai,2,1,2005
Jingrui He,Arizona State University,cvpr,1,0.166666667,2005
Joohyung Lee,Arizona State University,ijcai,1,1,2005
Subbarao Kambhampati,Arizona State University,ijcai,1,0.333333333,2005
Baoxin Li,Arizona State University,icra,1,0.5,2006
Chitta Baral,Arizona State University,aaai,1,0.5,2006
Huan Liu,Arizona State University,icml,1,0.5,2006
Joohyung Lee,Arizona State University,aaai,1,0.333333333,2006
Yalin Wang 0001,Arizona State University,cvpr,1,0.25,2006
Chitta Baral,Arizona State University,ijcai,2,1,2007
Georgios E. Fainekos,Arizona State University,icra,1,0.333333333,2007
Georgios E. Fainekos,Arizona State University,iros,1,0.333333333,2007
Jingrui He,Arizona State University,ijcai,1,0.333333333,2007
Joohyung Lee,Arizona State University,ijcai,1,0.333333333,2007
Subbarao Kambhampati,Arizona State University,ijcai,3,0.666666667,2007
Baoxin Li,Arizona State University,cvpr,2,0.833333333,2008
Chitta Baral,Arizona State University,aaai,2,0.833333333,2008
Joohyung Lee,Arizona State University,aaai,1,0.333333333,2008
K. SelÃ§uk Candan,Arizona State University,aaai,1,0.333333333,2008
Siddharth Srivastava,Arizona State University,aaai,1,0.333333333,2008
Subbarao Kambhampati,Arizona State University,aaai,1,0.25,2008
Baoxin Li,Arizona State University,cvpr,1,0.5,2009
Baoxin Li,Arizona State University,ijcai,1,0.5,2009
Chitta Baral,Arizona State University,icra,1,0.25,2009
Huan Liu,Arizona State University,iros,1,0.055555556,2009
Joohyung Lee,Arizona State University,ijcai,2,0.583333333,2009
Subbarao Kambhampati,Arizona State University,ijcai,2,0.583333333,2009
Subbarao Kambhampati,Arizona State University,iros,1,0.2,2009
Yalin Wang 0001,Arizona State University,cvpr,1,0.25,2009
Baoxin Li,Arizona State University,cvpr,2,0.7,2010
Huan Liu,Arizona State University,iros,1,0.25,2010
Joohyung Lee,Arizona State University,aaai,1,0.5,2010
Subbarao Kambhampati,Arizona State University,aaai,1,0.2,2010
Baoxin Li,Arizona State University,cvpr,1,0.5,2011
Georgios E. Fainekos,Arizona State University,icra,1,1,2011
Hanghang Tong,Arizona State University,aaai,1,0.333333333,2011
Jingrui He,Arizona State University,icml,1,0.5,2011
Joohyung Lee,Arizona State University,ijcai,1,0.333333333,2011
Siddharth Srivastava,Arizona State University,aaai,2,0.583333333,2011
Georgios E. Fainekos,Arizona State University,icra,1,0.333333333,2012
Georgios E. Fainekos,Arizona State University,iros,1,0.5,2012
Heni Ben Amor,Arizona State University,iros,2,0.45,2012
Jingrui He,Arizona State University,aaai,1,0.333333333,2012
Joohyung Lee,Arizona State University,aaai,1,0.5,2012
Subbarao Kambhampati,Arizona State University,aaai,1,0.25,2012
Yezhou Yang,Arizona State University,icra,1,0.2,2012
Yezhou Yang,Arizona State University,iros,1,0.2,2012
Baoxin Li,Arizona State University,cvpr,1,0.5,2013
Georgios E. Fainekos,Arizona State University,icra,1,0.5,2013
Heni Ben Amor,Arizona State University,iros,1,0.166666667,2013
Jingrui He,Arizona State University,icml,1,0.25,2013
Jingrui He,Arizona State University,ijcai,1,0.2,2013
Joohyung Lee,Arizona State University,ijcai,3,1.333333333,2013
Subbarao Kambhampati,Arizona State University,aaai,1,0.333333333,2013
Subbarao Kambhampati,Arizona State University,ijcai,3,1.166666667,2013
Yalin Wang 0001,Arizona State University,cvpr,2,0.291666667,2013
Yezhou Yang,Arizona State University,cvpr,1,0.333333333,2013
Yezhou Yang,Arizona State University,icra,1,0.25,2013
Yezhou Yang,Arizona State University,iros,1,0.25,2013
Baoxin Li,Arizona State University,cvpr,1,0.333333333,2014
Chitta Baral,Arizona State University,aaai,1,0.5,2014
Georgios E. Fainekos,Arizona State University,icra,1,0.5,2014
Hasan Davulcu,Arizona State University,icml,1,0.166666667,2014
Heni Ben Amor,Arizona State University,icra,1,0.2,2014
Heni Ben Amor,Arizona State University,iros,1,0.2,2014
Huan Liu,Arizona State University,icra,1,0.2,2014
Siddharth Srivastava,Arizona State University,icra,1,0.166666667,2014
Subbarao Kambhampati,Arizona State University,aaai,1,0.2,2014
Subbarao Kambhampati,Arizona State University,icra,1,0.333333333,2014
Subbarao Kambhampati,Arizona State University,iros,1,0.2,2014
Chitta Baral,Arizona State University,aaai,1,0.25,2015
Chitta Baral,Arizona State University,ijcai,1,0.25,2015
Georgios E. Fainekos,Arizona State University,iros,1,0.333333333,2015
Hanghang Tong,Arizona State University,ijcai,1,0.2,2015
Hasan Davulcu,Arizona State University,ijcai,1,0.25,2015
Heni Ben Amor,Arizona State University,icra,2,0.30952381,2015
Huan Liu,Arizona State University,icra,1,0.2,2015
Jingrui He,Arizona State University,ijcai,1,0.25,2015
Joohyung Lee,Arizona State University,aaai,1,0.5,2015
K. SelÃ§uk Candan,Arizona State University,ijcai,1,0.25,2015
Siddharth Srivastava,Arizona State University,aaai,1,0.2,2015
Subbarao Kambhampati,Arizona State University,iros,2,0.392857143,2015
Yezhou Yang,Arizona State University,aaai,1,0.25,2015
Yezhou Yang,Arizona State University,cvpr,1,0.25,2015
Yezhou Yang,Arizona State University,icra,1,0.25,2015
Baoxin Li,Arizona State University,cvpr,1,0.2,2016
Baoxin Li,Arizona State University,ijcai,1,0.5,2016
Chitta Baral,Arizona State University,aaai,1,0.5,2016
Heni Ben Amor,Arizona State University,aaai,1,0.2,2016
Heni Ben Amor,Arizona State University,icra,1,0.2,2016
Heni Ben Amor,Arizona State University,iros,1,0.2,2016
Jingrui He,Arizona State University,ijcai,1,0.5,2016
Siddharth Srivastava,Arizona State University,aaai,1,0.333333333,2016
Siddharth Srivastava,Arizona State University,icra,1,0.142857143,2016
Siddharth Srivastava,Arizona State University,ijcai,1,0.333333333,2016
Subbarao Kambhampati,Arizona State University,aaai,1,0.5,2016
Yalin Wang 0001,Arizona State University,cvpr,1,0.333333333,2016
Baoxin Li,Arizona State University,aaai,1,0.166666667,2017
Heni Ben Amor,Arizona State University,icra,1,0.2,2017
Heni Ben Amor,Arizona State University,iros,2,1,2017
Huan Liu,Arizona State University,ijcai,1,0.166666667,2017
Jingrui He,Arizona State University,aaai,1,0.5,2017
Joohyung Lee,Arizona State University,aaai,2,0.833333333,2017
Subbarao Kambhampati,Arizona State University,aaai,1,0.2,2017
Subbarao Kambhampati,Arizona State University,icra,1,0.166666667,2017
Subbarao Kambhampati,Arizona State University,ijcai,1,0.25,2017
Yezhou Yang,Arizona State University,icra,2,0.45,2017
Baoxin Li,Arizona State University,cvpr,1,0.25,2018
Chitta Baral,Arizona State University,aaai,1,0.333333333,2018
Georgios E. Fainekos,Arizona State University,icra,1,0.333333333,2018
Heni Ben Amor,Arizona State University,icra,2,0.666666667,2018
Huan Liu,Arizona State University,aaai,2,0.342857143,2018
Huan Liu,Arizona State University,ijcai,1,0.2,2018
Jingrui He,Arizona State University,ijcai,1,0.2,2018
K. SelÃ§uk Candan,Arizona State University,aaai,1,0.333333333,2018
Ming Zhao,Arizona State University,icra,1,0.25,2018
Siddharth Srivastava,Arizona State University,icml,1,0.2,2018
Siddharth Srivastava,Arizona State University,ijcai,1,0.333333333,2018
Subbarao Kambhampati,Arizona State University,ijcai,2,0.666666667,2018
Subbarao Kambhampati,Arizona State University,iros,1,0.25,2018
Yalin Wang 0001,Arizona State University,ijcai,1,0.25,2018
Yezhou Yang,Arizona State University,aaai,1,0.333333333,2018
Yezhou Yang,Arizona State University,cvpr,1,0.2,2018
Yezhou Yang,Arizona State University,icra,1,0.333333333,2018
Yezhou Yang,Arizona State University,iros,1,0.2,2018
N. Hari Narayanan,Auburn University,ijcai,1,0.5,1991
N. Hari Narayanan,Auburn University,aaai,1,0.333333333,1994
Ion Androutsopoulos,AUEB,ijcai,1,0.333333333,2007
Michalis Vazirgiannis,AUEB,ijcai,1,0.333333333,2007
Evangelos Markakis,AUEB,aaai,1,0.142857143,2008
Evangelos Markakis,AUEB,aaai,1,0.333333333,2010
Michalis K. Titsias,AUEB,icml,1,0.5,2011
Evangelos Markakis,AUEB,aaai,1,0.333333333,2012
Michalis K. Titsias,AUEB,icml,1,0.25,2012
Evangelos Markakis,AUEB,aaai,1,0.5,2014
Michalis K. Titsias,AUEB,icml,1,0.5,2014
Michalis Vazirgiannis,AUEB,aaai,1,0.25,2014
Evangelos Markakis,AUEB,aaai,2,0.4,2015
Evangelos Markakis,AUEB,ijcai,1,0.333333333,2016
Michalis K. Titsias,AUEB,icml,1,0.25,2017
Michalis Vazirgiannis,AUEB,aaai,1,0.333333333,2017
Evangelos Markakis,AUEB,ijcai,1,0.333333333,2018
Michalis K. Titsias,AUEB,icml,1,0.25,2018
Michalis Vazirgiannis,AUEB,ijcai,1,0.25,2018
Vasilis Vassalos,AUEB,aaai,1,0.333333333,2018
John W. Lloyd,Australian National University,ijcai,1,0.333333333,1983
John Lloyd,Australian National University,icra,1,0.2,1990
John K. Slaney,Australian National University,ijcai,1,1,1991
John Lloyd,Australian National University,icra,1,0.5,1991
John K. Slaney,Australian National University,ijcai,2,1.333333333,1993
Richard I. Hartley,Australian National University,cvpr,1,0.5,1993
Richard I. Hartley,Australian National University,icra,1,0.25,1994
Richard I. Hartley,Australian National University,icra,1,0.166666667,1995
Matthew R. James,Australian National University,icra,2,0.666666667,1996
Eric McCreath,Australian National University,ijcai,1,0.5,1997
Jochen Renz,Australian National University,ijcai,1,1,1999
Richard I. Hartley,Australian National University,cvpr,1,0.333333333,1999
John W. Lloyd,Australian National University,icml,1,0.333333333,2000
Mark D. Reid,Australian National University,icml,1,0.5,2000
Richard I. Hartley,Australian National University,cvpr,1,0.5,2000
Robert E. Mahony,Australian National University,icra,1,0.5,2000
Jochen Renz,Australian National University,ijcai,1,1,2001
John K. Slaney,Australian National University,ijcai,1,0.5,2001
Marcus Hutter,Australian National University,icml,1,1,2001
Richard I. Hartley,Australian National University,cvpr,1,0.333333333,2001
Robert E. Mahony,Australian National University,icra,1,0.333333333,2001
Robert E. Mahony,Australian National University,iros,1,0.5,2001
Eric McCreath,Australian National University,icml,1,0.333333333,2002
Robert E. Mahony,Australian National University,icra,3,1,2002
Robert E. Mahony,Australian National University,iros,1,0.333333333,2002
Uwe R. Zimmer,Australian National University,iros,1,0.5,2002
Richard I. Hartley,Australian National University,cvpr,2,0.833333333,2003
Robert E. Mahony,Australian National University,iros,1,0.333333333,2003
Sylvie ThiÃ©baux,Australian National University,ijcai,1,0.333333333,2003
Richard I. Hartley,Australian National University,cvpr,3,1.5,2004
Robert E. Mahony,Australian National University,icra,1,0.5,2004
Fatih Porikli,Australian National University,cvpr,1,1,2005
John K. Slaney,Australian National University,aaai,2,0.5,2005
John K. Slaney,Australian National University,ijcai,1,0.333333333,2005
Patrik Haslum,Australian National University,aaai,1,0.333333333,2005
Sylvie ThiÃ©baux,Australian National University,aaai,2,0.583333333,2005
Fatih Porikli,Australian National University,cvpr,1,0.333333333,2006
John K. Slaney,Australian National University,aaai,1,0.25,2006
Richard I. Hartley,Australian National University,cvpr,3,1.333333333,2006
Robert E. Mahony,Australian National University,icra,3,1.25,2006
Robert E. Mahony,Australian National University,iros,1,0.25,2006
Sylvie ThiÃ©baux,Australian National University,aaai,1,0.25,2006
Uwe R. Zimmer,Australian National University,iros,1,0.5,2006
Fatih Porikli,Australian National University,cvpr,1,0.333333333,2007
Hongdong Li,Australian National University,cvpr,2,2,2007
Jochen Renz,Australian National University,ijcai,1,1,2007
Parastoo Sadeghi,Australian National University,cvpr,1,0.333333333,2007
Patrik Haslum,Australian National University,aaai,1,0.2,2007
Patrik Haslum,Australian National University,ijcai,1,1,2007
Richard I. Hartley,Australian National University,cvpr,2,0.666666667,2007
Robert E. Mahony,Australian National University,icra,2,0.583333333,2007
Rodney A. Kennedy,Australian National University,cvpr,1,0.333333333,2007
Stephen Gould,Australian National University,ijcai,1,0.111111111,2007
Sylvie ThiÃ©baux,Australian National University,aaai,1,0.333333333,2007
Sylvie ThiÃ©baux,Australian National University,ijcai,2,0.5,2007
Viorela Ila,Australian National University,iros,1,0.25,2007
Fatih Porikli,Australian National University,cvpr,4,2,2008
Hongdong Li,Australian National University,cvpr,2,0.666666667,2008
Jonghyuk Kim,Australian National University,iros,1,0.2,2008
Lexing Xie,Australian National University,cvpr,1,0.333333333,2008
Richard I. Hartley,Australian National University,cvpr,4,1.666666667,2008
Robert E. Mahony,Australian National University,iros,2,0.45,2008
Uwe R. Zimmer,Australian National University,iros,1,0.5,2008
Anoop Cherian,Australian National University,icra,1,0.333333333,2009
Anoop Cherian,Australian National University,iros,1,0.2,2009
Dirk Pattinson,Australian National University,ijcai,1,0.333333333,2009
Fatih Porikli,Australian National University,cvpr,1,0.333333333,2009
Hongdong Li,Australian National University,cvpr,1,1,2009
Ijaz Akhter,Australian National University,cvpr,1,0.333333333,2009
Jochen Renz,Australian National University,ijcai,3,1.166666667,2009
Jochen Trumpf,Australian National University,icra,1,0.333333333,2009
Laurent Kneip,Australian National University,icra,1,0.25,2009
Mark D. Reid,Australian National University,icml,1,0.5,2009
Richard I. Hartley,Australian National University,cvpr,1,0.333333333,2009
Robert C. Williamson,Australian National University,icml,1,0.5,2009
Robert E. Mahony,Australian National University,icra,5,1.583333333,2009
Stephen Gould,Australian National University,cvpr,1,0.333333333,2009
Stephen Gould,Australian National University,icra,1,0.142857143,2009
TamÃ¡s D. Gedeon,Australian National University,cvpr,1,0.25,2009
Viorela Ila,Australian National University,iros,1,0.333333333,2009
Fatih Porikli,Australian National University,cvpr,1,0.333333333,2010
Fatih Porikli,Australian National University,icra,1,0.333333333,2010
Hongdong Li,Australian National University,cvpr,2,1.25,2010
Jochen Renz,Australian National University,aaai,1,0.5,2010
Laurent Kneip,Australian National University,iros,1,0.333333333,2010
Marcus Hutter,Australian National University,aaai,1,0.25,2010
Richard I. Hartley,Australian National University,cvpr,1,0.333333333,2010
Robert E. Mahony,Australian National University,icra,2,0.533333333,2010
Robert E. Mahony,Australian National University,iros,1,0.25,2010
Stephen Gould,Australian National University,cvpr,1,0.333333333,2010
Stephen Gould,Australian National University,icml,1,0.333333333,2010
Viorela Ila,Australian National University,iros,2,0.45,2010
Anoop Cherian,Australian National University,cvpr,1,0.25,2011
Dirk Pattinson,Australian National University,ijcai,1,0.5,2011
Fatih Porikli,Australian National University,cvpr,1,0.25,2011
Jochen Renz,Australian National University,ijcai,1,0.25,2011
Jochen Trumpf,Australian National University,cvpr,1,0.333333333,2011
Laurent Kneip,Australian National University,cvpr,1,0.333333333,2011
Laurent Kneip,Australian National University,icra,1,0.2,2011
Laurent Kneip,Australian National University,iros,3,0.833333333,2011
Marian-Andrei Rizoiu,Australian National University,ijcai,1,0.25,2011
Richard I. Hartley,Australian National University,cvpr,2,0.833333333,2011
Robert E. Mahony,Australian National University,icra,2,0.533333333,2011
Stephen Gould,Australian National University,icml,1,1,2011
TamÃ¡s D. Gedeon,Australian National University,icra,1,0.333333333,2011
Viorela Ila,Australian National University,icra,1,0.166666667,2011
Anoop Cherian,Australian National University,icra,2,0.257575758,2012
Basura Fernando,Australian National University,cvpr,1,0.25,2012
Brian D. O. Anderson,Australian National University,iros,1,0.166666667,2012
Changbin Yu,Australian National University,iros,1,0.166666667,2012
Dongwoo Kim,Australian National University,icml,1,0.333333333,2012
Fatih Porikli,Australian National University,cvpr,1,0.5,2012
Fatih Porikli,Australian National University,icra,1,0.333333333,2012
Hongdong Li,Australian National University,cvpr,2,0.666666667,2012
Jonghyuk Kim,Australian National University,icra,1,0.5,2012
Jonghyuk Kim,Australian National University,iros,1,0.5,2012
Laurent Kneip,Australian National University,cvpr,1,0.2,2012
Marcus Hutter,Australian National University,aaai,1,0.333333333,2012
Mark D. Reid,Australian National University,icml,3,0.916666667,2012
Patrik Haslum,Australian National University,aaai,1,0.333333333,2012
Robert C. Williamson,Australian National University,icml,1,0.333333333,2012
Stephen Gould,Australian National University,cvpr,1,1,2012
Uwe Zimmer,Australian National University,iros,1,0.5,2012
Yuchao Dai,Australian National University,cvpr,1,0.333333333,2012
Dirk Pattinson,Australian National University,ijcai,1,0.333333333,2013
Dongwoo Kim,Australian National University,ijcai,1,0.333333333,2013
Hassan L. Hijazi,Australian National University,ijcai,1,0.25,2013
Hongdong Li,Australian National University,cvpr,2,0.533333333,2013
Jochen Renz,Australian National University,ijcai,3,1.166666667,2013
John K. Slaney,Australian National University,ijcai,1,0.25,2013
Jonghyuk Kim,Australian National University,iros,2,0.833333333,2013
Laurent Kneip,Australian National University,cvpr,1,0.25,2013
Laurent Kneip,Australian National University,icra,1,0.333333333,2013
Laurent Kneip,Australian National University,iros,1,0.25,2013
Marcus Hutter,Australian National University,icml,1,0.333333333,2013
Patrik Haslum,Australian National University,ijcai,2,1.5,2013
Richard I. Hartley,Australian National University,cvpr,3,0.783333333,2013
Robert E. Mahony,Australian National University,icra,2,0.666666667,2013
Robert E. Mahony,Australian National University,iros,3,0.916666667,2013
Stephen Gould,Australian National University,ijcai,1,0.333333333,2013
Sylvie ThiÃ©baux,Australian National University,ijcai,2,0.583333333,2013
Viorela Ila,Australian National University,icra,1,0.2,2013
Xiaolei Hou,Australian National University,icra,1,0.333333333,2013
Xiaolei Hou,Australian National University,iros,2,0.666666667,2013
Anoop Cherian,Australian National University,cvpr,1,0.25,2014
Anoop Cherian,Australian National University,icml,1,1,2014
Dongwoo Kim,Australian National University,icml,1,0.5,2014
Fatih Porikli,Australian National University,cvpr,3,1,2014
Hongdong Li,Australian National University,cvpr,2,0.7,2014
Jochen Trumpf,Australian National University,cvpr,1,0.333333333,2014
Laurent Kneip,Australian National University,cvpr,1,0.5,2014
Laurent Kneip,Australian National University,icra,1,0.5,2014
Richard I. Hartley,Australian National University,cvpr,2,0.533333333,2014
Robert E. Mahony,Australian National University,icra,2,0.75,2014
Stephen Gould,Australian National University,cvpr,1,0.5,2014
Xiaolei Hou,Australian National University,icra,1,0.5,2014
Basura Fernando,Australian National University,cvpr,2,0.45,2015
Bob Williamson,Australian National University,icml,1,0.25,2015
Daniel Walter,Australian National University,cvpr,1,0.2,2015
Enrico Scala,Australian National University,ijcai,1,0.5,2015
Fatih Porikli,Australian National University,cvpr,2,0.666666667,2015
Hassan L. Hijazi,Australian National University,aaai,1,0.333333333,2015
Hongdong Li,Australian National University,cvpr,2,0.75,2015
Ijaz Akhter,Australian National University,cvpr,1,0.5,2015
Jochen Renz,Australian National University,ijcai,1,0.333333333,2015
Laurent Kneip,Australian National University,cvpr,2,0.45,2015
Marcus Hutter,Australian National University,aaai,1,0.2,2015
Marcus Hutter,Australian National University,ijcai,1,0.25,2015
Patrik Haslum,Australian National University,ijcai,1,0.5,2015
Richard I. Hartley,Australian National University,cvpr,2,0.583333333,2015
Sylvie ThiÃ©baux,Australian National University,aaai,1,0.2,2015
Viorela Ila,Australian National University,icra,1,0.2,2015
Yuchao Dai,Australian National University,cvpr,1,0.2,2015
Anoop Cherian,Australian National University,cvpr,1,0.5,2016
Anoop Cherian,Australian National University,iros,1,0.25,2016
Basura Fernando,Australian National University,cvpr,2,0.45,2016
Basura Fernando,Australian National University,icml,1,0.5,2016
Changbin Yu,Australian National University,iros,1,0.25,2016
Enrico Scala,Australian National University,ijcai,1,0.333333333,2016
Fatih Porikli,Australian National University,cvpr,2,0.666666667,2016
Hongdong Li,Australian National University,cvpr,4,1.166666667,2016
Hongdong Li,Australian National University,iros,2,0.583333333,2016
Jochen Renz,Australian National University,ijcai,1,0.25,2016
Laurent Kneip,Australian National University,cvpr,2,0.833333333,2016
Laurent Kneip,Australian National University,iros,1,0.333333333,2016
Lexing Xie,Australian National University,aaai,1,0.333333333,2016
Marcus Hutter,Australian National University,cvpr,1,0.25,2016
Patrik Haslum,Australian National University,ijcai,1,0.333333333,2016
Richard I. Hartley,Australian National University,cvpr,1,0.333333333,2016
Robert E. Mahony,Australian National University,icra,1,0.333333333,2016
Stephen Gould,Australian National University,cvpr,2,0.45,2016
Stephen Gould,Australian National University,icml,1,0.5,2016
Sylvie ThiÃ©baux,Australian National University,aaai,1,0.333333333,2016
Sylvie ThiÃ©baux,Australian National University,ijcai,1,0.333333333,2016
Yuchao Dai,Australian National University,cvpr,2,0.583333333,2016
Anoop Cherian,Australian National University,cvpr,2,0.5,2017
Basura Fernando,Australian National University,cvpr,3,0.75,2017
Chuong V. Nguyen,Australian National University,icra,1,0.333333333,2017
Enrico Scala,Australian National University,ijcai,2,0.75,2017
Fatih Porikli,Australian National University,aaai,1,0.5,2017
Fatih Porikli,Australian National University,cvpr,5,1.75,2017
Fatih Porikli,Australian National University,ijcai,1,0.166666667,2017
Hongdong Li,Australian National University,cvpr,1,0.142857143,2017
Hongdong Li,Australian National University,icra,1,0.333333333,2017
Laurent Kneip,Australian National University,icra,1,0.333333333,2017
Laurent Kneip,Australian National University,iros,1,0.333333333,2017
Lexing Xie,Australian National University,aaai,1,0.2,2017
